intent_probability,intent_level,action,message,cost_eur,top_reasons,true_label,true_numeric
0.0204,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.841)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.652)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.336)""]",BROWSER,0
0.0027,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.600)"", ""'Month_May' decreased the purchase chance (SHAP = -2.018)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.551)""]",BROWSER,0
0.014,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -2.167)"", ""'PageValues' decreased the purchase chance (SHAP = -1.743)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.381)""]",BROWSER,0
0.0083,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.578)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.073)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.347)""]",BROWSER,0
0.2724,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' increased the purchase chance (SHAP = +0.785)"", ""'Informational_Duration' decreased the purchase chance (SHAP = -0.750)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.324)""]",BROWSER,0
0.0829,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.083)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.288)"", ""'Month_May' increased the purchase chance (SHAP = +0.248)""]",BROWSER,0
0.0036,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.422)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.845)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.545)""]",BROWSER,0
0.0604,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.992)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.307)"", ""'Month_May' increased the purchase chance (SHAP = +0.241)""]",BROWSER,0
0.1881,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.779)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.432)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.415)""]",BROWSER,0
0.0201,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'ExitRates' decreased the purchase chance (SHAP = -2.111)"", ""'PageValues' decreased the purchase chance (SHAP = -1.794)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.357)""]",BROWSER,0
0.6145,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +0.922)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.522)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.337)""]",BUYER,1
0.4051,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.580)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.771)"", ""'Month_May' increased the purchase chance (SHAP = +0.198)""]",BUYER,1
0.0043,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.708)"", ""'Month_May' decreased the purchase chance (SHAP = -2.571)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.296)""]",BROWSER,0
0.0058,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.527)"", ""'Month_May' decreased the purchase chance (SHAP = -2.121)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.236)""]",BROWSER,0
0.0038,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.939)"", ""'Month_May' decreased the purchase chance (SHAP = -2.066)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.221)""]",BROWSER,0
0.0024,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.441)"", ""'Month_May' decreased the purchase chance (SHAP = -2.356)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.304)""]",BROWSER,0
0.0071,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.541)"", ""'Month_Mar' decreased the purchase chance (SHAP = -2.069)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.304)""]",BROWSER,0
0.1572,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.863)"", ""'Month_May' increased the purchase chance (SHAP = +0.285)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.263)""]",BROWSER,0
0.1409,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.998)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.461)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.333)""]",BROWSER,0
0.0482,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.547)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.399)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.334)""]",BROWSER,0
0.0492,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.109)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.675)"", ""'Region_5' decreased the purchase chance (SHAP = -0.335)""]",BROWSER,0
0.13,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.580)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.373)"", ""'Month_May' increased the purchase chance (SHAP = +0.291)""]",BROWSER,0
0.0053,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.593)"", ""'PageValues' decreased the purchase chance (SHAP = -2.201)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.414)""]",BROWSER,0
0.1685,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.199)"", ""'Month_May' increased the purchase chance (SHAP = +0.337)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.327)""]",BROWSER,0
0.0017,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.464)"", ""'Month_May' decreased the purchase chance (SHAP = -1.983)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.454)""]",BROWSER,0
0.0021,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.276)"", ""'Month_May' decreased the purchase chance (SHAP = -2.246)"", ""'Region_5' decreased the purchase chance (SHAP = -0.460)""]",BROWSER,0
0.1963,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.269)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.491)"", ""'Month_May' increased the purchase chance (SHAP = +0.334)""]",BROWSER,0
0.6014,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.534)"", ""'BounceRates' decreased the purchase chance (SHAP = -0.569)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.433)""]",BUYER,1
0.9718,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.473)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.337)"", ""'VisitorType_Returning_Visitor' increased the purchase chance (SHAP = +0.286)""]",BUYER,1
0.6818,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +1.150)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.758)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.473)""]",BROWSER,0
0.1777,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.542)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.738)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.556)""]",BROWSER,0
0.3173,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.354)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.428)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.250)""]",BROWSER,0
0.0018,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.582)"", ""'Month_May' decreased the purchase chance (SHAP = -1.890)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.147)""]",BROWSER,0
0.5367,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' increased the purchase chance (SHAP = +1.210)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.360)"", ""'Informational_Duration' increased the purchase chance (SHAP = +0.336)""]",BROWSER,0
0.0046,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.334)"", ""'Month_May' decreased the purchase chance (SHAP = -2.301)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.344)""]",BROWSER,0
0.0053,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.553)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.972)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.304)""]",BROWSER,0
0.0033,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'Month_May' decreased the purchase chance (SHAP = -2.515)"", ""'PageValues' decreased the purchase chance (SHAP = -2.021)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.416)""]",BROWSER,0
0.3983,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.493)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.787)"", ""'ProductRelated' increased the purchase chance (SHAP = +0.458)""]",BROWSER,0
0.1697,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.788)"", ""'Month_May' increased the purchase chance (SHAP = +0.333)"", ""'ExitRates' increased the purchase chance (SHAP = +0.254)""]",BUYER,1
0.8798,HIGH,Urgency Banner + Premium Bundle,Show a live countdown timer and bundle offer on the page.,0.0,"[""'PageValues' increased the purchase chance (SHAP = +2.840)"", ""'Month_May' decreased the purchase chance (SHAP = -0.883)"", ""'Informational_Duration' increased the purchase chance (SHAP = +0.267)""]",BUYER,1
0.0036,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.869)"", ""'Month_May' decreased the purchase chance (SHAP = -2.249)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.258)""]",BROWSER,0
0.0042,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.608)"", ""'Month_May' decreased the purchase chance (SHAP = -2.203)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.231)""]",BROWSER,0
0.3755,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.594)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.640)"", ""'Month_May' increased the purchase chance (SHAP = +0.204)""]",BUYER,1
0.0043,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.501)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.754)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.511)""]",BROWSER,0
0.2431,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.999)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.496)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.309)""]",BROWSER,0
0.0022,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.444)"", ""'Month_May' decreased the purchase chance (SHAP = -2.103)"", ""'ExitRates' decreased the purchase chance (SHAP = -1.229)""]",BROWSER,0
0.0071,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.297)"", ""'Month_Mar' decreased the purchase chance (SHAP = -1.777)"", ""'Month_Nov' decreased the purchase chance (SHAP = -0.299)""]",BROWSER,0
0.2548,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.498)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.687)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.283)""]",BROWSER,0
0.1859,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.861)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.452)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.298)""]",BROWSER,0
0.1316,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.715)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.529)"", ""'ProductRelated' decreased the purchase chance (SHAP = -0.371)""]",BROWSER,0
0.4168,MEDIUM,10% Personalised Discount Coupon,Send a discount code to the user's registered email.,5.0,"[""'PageValues' decreased the purchase chance (SHAP = -1.575)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.738)"", ""'Month_May' increased the purchase chance (SHAP = +0.205)""]",BROWSER,0
0.0969,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.616)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.358)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.215)""]",BROWSER,0
0.2692,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.686)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.628)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.448)""]",BROWSER,0
0.0025,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -2.618)"", ""'Month_May' decreased the purchase chance (SHAP = -2.074)"", ""'ExitRates' decreased the purchase chance (SHAP = -0.672)""]",BROWSER,0
0.3203,LOW,Retargeting Ad Only,Add to display ad audience — no direct outreach needed.,0.5,"[""'PageValues' decreased the purchase chance (SHAP = -1.396)"", ""'Month_Nov' increased the purchase chance (SHAP = +0.616)"", ""'TrafficType_3' decreased the purchase chance (SHAP = -0.455)""]",BROWSER,0
